код,закупка,валюта,группа,подгруппа,наименование,описание,наличие,?
2578601,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 370x300 (E 360x270/3 MW-M8/W),"С электроприводом Classic Lyra (4:3) 370x300 (E 360x270/3 MW-M8/W) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 360x270 см, формат 4:3",** /рез.:*,?
2579003,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 370x305 (E 360x270/3 MW-M8/W),"С электроприводом Classic Lyra (4:3) 370x305 (E 360x270/3 MW-M8/W) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 360x270 см, формат 4:3",/транзит:****,?
2574542,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 406x305 (E 394x293/3 MW-L4/W),С электроприводом Classic Lyra (4:3) 406x305 (E 394x293/3 MW-L4/W) Настенный/потолочный. Плотное матовое полотно с черной окантовкой. Белый корпус. Пузырьковый уровнь (в комплекте) упрощает установку. Трехкнопочный пульт - в комплекте,**** /рез.:*,?
2574512,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 406x406 (E 394х293/3 MW-D8/W),"С электроприводом Classic Lyra (4:3) 406x406 (E 394х293/3 MW-D8/W) Настенный/потолочный. Плотное матовое полотно с черной окантовкой, увеличенной сверху (extra drop). Белый корпус. Пузырьковый уровнь (в комплекте) упрощает установку. Трехкнопочный пульт - в комплекте",,?
2577436,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 408x315 (E 400x300/3 MW-M4/W),"С электроприводом Classic Lyra (4:3) 408x315 (E 400x300/3 MW-M4/W) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 400x300 см, формат 4:3, вес 33.5 кг",,?
2577032,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 414x317 (E 400x300/3 MW-M4/W),"С электроприводом Classic Lyra (4:3) 414x317 (E 400x300/3 MW-M4/W) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 400x300 см, формат 4:3, вес 33.5 кг",,?
2577040,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 414x408 (E 400x300/3 MW-M4/W ED),"С электроприводом Classic Lyra (4:3) 414x408 (E 400x300/3 MW-M4/W ED) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 400x300 см, формат 4:3, ExtraDrop",/рез.:*,?
2577033,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 520x404 (E 500x375/3 MW-M4/W),"С электроприводом Classic Lyra (4:3) 520x404 (E 500x375/3 MW-M4/W) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Один шов.Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 500x375 см, формат 4:3, вес 81 кг",,?
2577041,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 520x485 (E 500x375/3 MW-M4/W ED),"С электроприводом Classic Lyra (4:3) 520x485 (E 500x375/3 MW-M4/W ED) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Один шов.Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 500x375 см, формат 4:3, ExtraDrop",*,?
2576606,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 610x474 (E 600x450/3 MW-M4/W),"С электроприводом Classic Lyra (4:3) 610x474 (E 600x450/3 MW-M4/W) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Один шов. Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 600x450 см, формат 4:3, вес 126 кг",/рез.:*,?
2577042,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 620x560 (E 600x450/3 MW-M4/W ED),"С электроприводом Classic Lyra (4:3) 620x560 (E 600x450/3 MW-M4/W ED) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic M. Полотно матовое белое, легко моющееся. Один шов. Тихий мотор. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 600x450 см, формат 4:3, ExtraDrop",,?
2578978,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 630x481 (E 600x450/3 MW-S5/W),"С электроприводом Classic Lyra (4:3) 630x481 (E 600x450/3 MW-S5/W) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic S. Полотно матовое белое, легко моющееся. Один шов. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 600x450 см, формат 4:3",***,?
2578979,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Classic Lyra (4:3) 630x581 (E 600x450/3 MW-S5/W ED),"С электроприводом Classic Lyra (4:3) 630x581 (E 600x450/3 MW-S5/W ED) Настенный/потолочный моторизованный экран, с черной окантовкой полотна экрана. Серия Classic S. Полотно матовое белое, легко моющееся. Один шов. Корпус белого цвета. Пульт ДУ в комплекте. Рабочая область 600x450 см, формат 4:3, ExtraDrop 120 см",**,?
2573093,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 180x180 (E 170x96/9 MW-AR/0),С электроприводом Premier Apus (16:9) 180x180 (E 170x96/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 170х96 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573094,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 183x183 (E 177x100/9 MW-AR/0),С электроприводом Premier Apus (16:9) 183x183 (E 177x100/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 177х100 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2571526,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 213x213 (E 203x115/9 MW-AR/0),С электроприводом Premier Apus (16:9) 213x213 (E 203x115/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 203х115 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,/транзит:*,?
2573095,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 231x231 (E 221x125/9 MW-AR/0),С электроприводом Premier Apus (16:9) 231x231 (E 221x125/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 221х125 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2571527,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 243x243 (E 234x132/9 MW-AR/0),С электроприводом Premier Apus (16:9) 243x243 (E 234x132/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 234х132 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573096,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 276x276 (E 266x149/9 MW-AR/0),С электроприводом Premier Apus (16:9) 276x276 (E 266x149/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 266х149 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573097,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 342x342 (E 332x187/9 MW-AR/0),С электроприводом Premier Apus (16:9) 342x342 (E 332x187/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 332х187 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2574118,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (16:9) 411x263 (E 402x226/9 MW-AR/0),С электроприводом Premier Apus (16:9) 411x263 (E 402x226/9 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 401х225 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573099,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 152x152 (E 146x110/3 MW-AR/0),С электроприводом Premier Apus (4:3) 152x152 (E 146x110/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 146х110 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573100,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 181x181 (E 171x128/3 MW-AR/0),С электроприводом Premier Apus (4:3) 181x181 (E 171x128/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 171х128 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573101,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 213x213 (E 203x152/3 MW-AR/0),С электроприводом Premier Apus (4:3) 213x213 (E 203x152/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 203х152 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573102,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 250x250 (E 240x180/3 MW-AR/0),С электроприводом Premier Apus (4:3) 250x250 (E 240x180/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 240х180 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2576698,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 315x274 (E 305x229/3 MW-AR/0),С электроприводом Premier Apus (4:3) 315x274 (E 305x229/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 305х229 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2576061,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 315x315 (E 305x229/3 MW-AR/0),С электроприводом Premier Apus (4:3) 315x315 (E 305x229/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 305х229 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2577411,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 315x315 (E 305x229/3 MW-PE/W),С электроприводом Premier Apus (4:3) 315x315 (E 305x229/3 MW-PE/W) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 305х229 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,*,?
2576888,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 342x342 (E 332x187/3 MW-PE/W),С электроприводом Premier Apus (4:3) 342x342 (E 332x187/3 MW-PE/W) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 332х187 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573103,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 372x372 (E 362x272/3 MW-AR/0),С электроприводом Premier Apus (4:3) 372x372 (E 362x272/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 362х272 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2571525,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Apus (4:3) 412x412 (E 402x302/3 MW-AR/0),С электроприводом Premier Apus (4:3) 412x412 (E 402x302/3 MW-AR/0) Моторизованный экран для скрытой потолочной инсталляции класса «Люкс». Маскирующая белая потолочная планка. Extra Drop для простоты инсталляций. Область проецирования 402х302 см. Для VIP переговорных и домашних кинотеатров. Покрытие FiberGlass MW,,?
2573475,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Hercules Lux (4:3) 616x518 (E 600x450/3 MW-L4/W),С электроприводом Premier Hercules Lux (4:3) 616x518 (E 600x450/3 MW-L4/W) Настенный/потолочный электрический. Полотно Fiberglass Matte White без шва. Пульт ДУ с дальностью действия до 100 м. Надежный и долговечный механизм сворачивания.,,?
2573476,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Hercules Lux (4:3) 716x598 (E 700x530/3 MW-L4/W),С электроприводом Premier Hercules Lux (4:3) 716x598 (E 700x530/3 MW-L4/W) Настенный/потолочный электрический. Полотно Fiberglass Matte White без шва. Пульт ДУ с дальностью действия до 100 м. Надежный и долговечный механизм сворачивания.,,?
2573477,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Hercules Lux (4:3) 816x668 (E 800x600/3 MW-L4/W),С электроприводом Premier Hercules Lux (4:3) 816x668 (E 800x600/3 MW-L4/W) Настенный/потолочный электрический. Полотно Fiberglass Matte White без шва. Пульт ДУ с дальностью действия до 100 м. Надежный и долговечный механизм сворачивания.,,?
2573054,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 180х180 (E 170x96/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 180х180 (E 170x96/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 170х96 см. Для элитных домашних кинотеатров,,?
2573055,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 183х183 (E 177x100/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 183х183 (E 177x100/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 177х100 см. Для элитных домашних кинотеатров,,?
2571530,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 213х213 (E 203x115/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 213х213 (E 203x115/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 203х115 см. Для элитных домашних кинотеатров,*,?
2573056,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 231х231 (E 221x125/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 231х231 (E 221x125/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 221х125 см. Для элитных домашних кинотеатров,** /рез.:*,?
2571531,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 243х243 (E 234x132/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 243х243 (E 234x132/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 234х132 см. Для элитных домашних кинотеатров,***,?
2573057,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 276х276 (E 266x149/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 276х276 (E 266x149/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 266х149 см. Для элитных домашних кинотеатров,****,?
2575425,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 305х259 (E 295x166/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 305х259 (E 295x166/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала/конца работы с проектором. Область проецирования 295х166 см. Для элитных домашних кинотеатров,*** /рез.:*,?
2573058,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 342х342 (E 332x187/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 342х342 (E 332x187/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 322х187 см. Для элитных домашних кинотеатров,***,?
2576058,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 366х366 (E 358x202/9 MW-L4/W),С электроприводом Premier Phoenix-R (16:9) 366х366 (E 358x202/9 MW-L4/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 358х202 см. Для элитных домашних кинотеатров,*,?
2574123,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (16:9) 409х262 (E 398x224/9 MW-PR/W),С электроприводом Premier Phoenix-R (16:9) 409х262 (E 398x224/9 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 398х224 см. Для элитных домашних кинотеатров,,?
2573049,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 152х152 (E 146x110/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 152х152 (E 146x110/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 146х110 см. Для переговорных и дом. кинотеатров,,?
2573050,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 181х181 (E 171x128/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 181х181 (E 171x128/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 171х128 см. Для переговорных и дом. кинотеатров,,?
2571528,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 213х213 (E 203x152/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 213х213 (E 203x152/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 203х152 см. Для переговорных и дом. кинотеатров,/транзит:*,?
2571529,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 250х250 (E 240x180/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 250х250 (E 240x180/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 240х180 см. Для переговорных и дом. кинотеатров,,?
2575130,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 315х315 (E 305x229/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 315х315 (E 305x229/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 305х229 см. Для переговорных и дом. кинотеатров,,?
2573052,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 372х372 (E 362x272/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 372х372 (E 362x272/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 362х272 см. Для переговорных и дом. кинотеатров,,?
2574122,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 412х318 (E 402x302/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 412х318 (E 402x302/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 402х302 см. Для переговорных и дом. кинотеатров,,?
2573053,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Phoenix-R (4:3) 412х412 (E 402x302/3 MW-PR/W),С электроприводом Premier Phoenix-R (4:3) 412х412 (E 402x302/3 MW-PR/W) Моторизованный настенный экран в стильном корпусе. Удобное решение подвеса Easy Install. Широкое верхнее поле Extra Drop. Блок одновременного начала /конца работы с проектором . Область проецирования 402х302 см. Для переговорных и дом. кинотеатров,,?
2573279,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Taurus (16:9) 498х498 (E 488x275/9 MW-PE/W),"С электроприводом Premier Taurus (16:9) 498х498 (E 488x275/9 MW-PE/W) Настенный/потолочный электрический. Элегантный ""жемчужный"" корпус. Пузырьковый уровнь (в комплекте) упрощает установку. Размер полотна 504x382 см. Рабочая область 488x275 см, формат 16:9. Трехкнопочный пульт ДУ - в комплекте",** /рез.:*,?
2569924,0,USD,Проекторы (экраны),CS с электроприводом,Проекторы (экраны) CS с электроприводом С электроприводом Premier Taurus (4:3) 498х498 (E 488x366/3 MW-PE/W),"С электроприводом Premier Taurus (4:3) 498х498 (E 488x366/3 MW-PE/W) Настенный/потолочный электрический. Элегантный ""жемчужный"" корпус. Пузырьковый уровнь (в комплекте) упрощает установку. Размер полотна 504x382 см. Рабочая область 488x366 см, формат 4:3. Трехкнопочный пульт ДУ - в комплекте",**,?
2574941,0,USD,Проекторы (экраны),EPSON,Проекторы (экраны) EPSON Epson ELPSC21 (мобильный экран),"Epson ELPSC21 (мобильный экран) Мобильный экран на треноге 80"" (16:10) (X type)",,?
2573237,0,USD,Проекторы (экраны),EPSON,Проекторы (экраны) EPSON Epson ELPSC24 (напольный экран),"Epson ELPSC24 (напольный экран) Напольный экран 80"" 16:10",,?
2574942,0,USD,Проекторы (экраны),EPSON,Проекторы (экраны) EPSON Epson ELPSC26 (мультиформатный экран),"Epson ELPSC26 (мультиформатный экран) Мультиформатный экран на треноге 80"" (4:3/16:10/16:9)",,?
2573158,0,USD,Проекторы (экраны),Аксессуары,"Проекторы (экраны) Аксессуары Крепления для настенных экранов Classic Solution, вынос 16 см","Крепления для настенных экранов Classic Solution, вынос 16 см Крепление с отступом типа «уголок». Для моделей экранов Classic Solution Scutum, Norma, Lyra до 240 см шириной. Отступ от стены 16 см.",**** /рез.:***,?
2576065,0,USD,Проекторы (экраны),Аксессуары,Проекторы (экраны) Аксессуары Набор для скрытой потолочной инсталляции к экрану Phoenix-R (16:9) 342x342,Набор для скрытой потолочной инсталляции к экрану Phoenix-R (16:9) 342x342 Комплект аксессуаров  для скрытой потолочной инсталляции к экрану Phoenix-R (16:9) 342x342,*,?
2576064,0,USD,Проекторы (экраны),Аксессуары,Проекторы (экраны) Аксессуары Набор для скрытой потолочной инсталляции к экрану Phoenix-R (4:3) 315х315,Набор для скрытой потолочной инсталляции к экрану Phoenix-R (4:3) 315х315 Комплект аксессуаров для скрытой потолочной инсталляции к экрану Phoenix-R (4:3) 315х315,*,?
2568618,0,USD,Проекторы (экраны),Аксессуары,Проекторы (экраны) Аксессуары Пульт  ДУ ИК CS,Пульт  ДУ ИК CS Инфракрасный пульт дистанционного управления Classic Solution для экранов с электроприводом Lyra,**** /рез.:*,?
2571680,0,USD,Проекторы (экраны),Аксессуары,Проекторы (экраны) Аксессуары Пульт ДУ РЧ CS,Пульт ДУ РЧ CS Радиочастотный пульт дистанционного управления Classic Solution для экранов с электроприводом Lyra,/рез.:*,?
